nail,transect,point,x,y,z
0.00333,5,41,-33.90745192,100.861558,-6.373498133
0.00333,5,42,-33.90774389,100.8585418,-6.373003638
0.00333,5,43,-33.90803585,100.8555256,-6.373003638
0.00333,5,44,-33.90832782,100.8525094,-6.372298324
0.00333,5,45,-33.90861979,100.8494931,-6.373115052
0.00333,5,46,-33.90891175,100.8464769,-6.37196334
0.00333,5,47,-33.90920372,100.8434607,-6.372384374
0.00333,5,48,-33.90949568,100.8404445,-6.372604678
0.00333,5,49,-33.90978765,100.8374283,-6.370978931
0.00333,5,50,-33.91007961,100.8344121,-6.370107984
0.00333,5,51,-33.91037158,100.8313959,-6.369718195
0.00333,5,52,-33.91066354,100.8283797,-6.369718195
0.00333,5,53,-33.91095551,100.8253635,-6.371289969
0.00333,5,54,-33.91124747,100.8223473,-6.371240909
0.00333,5,55,-33.91153944,100.8193311,-6.37008517
0.00333,5,56,-33.9118314,100.8163149,-6.36908912
0.00333,5,57,-33.91212337,100.8132987,-6.368919347
0.00333,5,58,-33.91241533,100.8102825,-6.369467188
0.00333,5,59,-33.9127073,100.8072663,-6.369473185
0.00333,5,60,-33.91299927,100.8042501,-6.368356961
0.00333,5,61,-33.91329123,100.8012339,-6.364701035
0.00333,5,62,-33.9135832,100.7982177,-6.364701035
0.00333,5,63,-33.91387516,100.7952015,-6.365665464
0.00333,5,64,-33.91416713,100.7921853,-6.368256105
0.00333,5,65,-33.91445909,100.789169,-6.371777606
0.00333,5,66,-33.91475106,100.7861528,-6.372677519
0.00333,5,67,-33.91504302,100.7831366,-6.373181752
0.00333,5,68,-33.91533499,100.7801204,-6.374226051
0.00333,5,69,-33.91562695,100.7771042,-6.374226051
0.00333,5,70,-33.91591892,100.774088,-6.375715558
0.00333,5,71,-33.91621088,100.7710718,-6.375978595
0.00333,5,72,-33.91650285,100.7680556,-6.377076582
0.00333,5,73,-33.91679482,100.7650394,-6.377750676
0.00333,5,74,-33.91708678,100.7620232,-6.378704671
0.00333,5,75,-33.91737875,100.759007,-6.37915574
0.00333,5,76,-33.91767071,100.7559908,-6.379487999
0.00333,5,77,-33.91796268,100.7529746,-6.392316772
0.00333,5,78,-33.91825464,100.7499584,-6.395316969
0.00333,5,79,-33.91854661,100.7469422,-6.395316969
0.00333,5,80,-33.91883857,100.743926,-6.394044224
0.00333,5,81,-33.91913054,100.7409098,-6.393516944
0.00333,5,82,-33.9194225,100.7378936,-6.391476627
0.00333,5,83,-33.91971447,100.7348774,-6.38317572
0.00333,5,84,-33.92000643,100.7318612,-6.382395971
0.00333,5,85,-33.9202984,100.7288449,-6.380629152
0.00333,5,86,-33.92059036,100.7258287,-6.374364607
0.00333,5,87,-33.92088233,100.7228125,-6.374364607
0.00333,5,88,-33.9211743,100.7197963,-6.374743997
0.00333,5,89,-33.92146626,100.7167801,-6.376726989
0.00333,5,90,-33.92175823,100.7137639,-6.37767775
0.00333,5,91,-33.92205019,100.7107477,-6.378427535
0.00333,5,92,-33.92234216,100.7077315,-6.379726037
0.00333,5,93,-33.92263412,100.7047153,-6.381216431
0.00333,5,94,-33.92292609,100.7016991,-6.387437917
0.00333,5,95,-33.92321805,100.6986829,-6.391147456
0.00333,5,96,-33.92351002,100.6956667,-6.393624487
0.00333,5,97,-33.92380198,100.6926505,-6.394722119
0.00333,5,98,-33.92409395,100.6896343,-6.395753215
0.00333,5,99,-33.92438591,100.6866181,-6.396247796
0.00333,6,0,-33.9097006,100.9865988,-6.373849406
0.00333,6,1,-33.90999256,100.9835826,-6.374111395
0.00333,6,2,-33.91028453,100.9805664,-6.374293012
0.00333,6,3,-33.91057649,100.9775502,-6.374574121
0.00333,6,4,-33.91086846,100.974534,-6.375293504
0.00333,6,5,-33.91116042,100.9715178,-6.375842614
0.00333,6,6,-33.91145239,100.9685016,-6.375796365
0.00333,6,7,-33.91174435,100.9654853,-6.375499097
0.00333,6,8,-33.91203632,100.9624691,-6.37577547
0.00333,6,9,-33.91232828,100.9594529,-6.375356673
0.00333,6,10,-33.91262025,100.9564367,-6.375605422
0.00333,6,11,-33.91291222,100.9534205,-6.37692852
0.00333,6,12,-33.91320418,100.9504043,-6.377128406
0.00333,6,13,-33.91349615,100.9473881,-6.377805697
0.00333,6,14,-33.91378811,100.9443719,-6.379421867
0.00333,6,15,-33.91408008,100.9413557,-6.3803667
0.00333,6,16,-33.91437204,100.9383395,-6.379411569
0.00333,6,17,-33.91466401,100.9353233,-6.378858443
0.00333,6,18,-33.91495597,100.9323071,-6.378612833
0.00333,6,19,-33.91524794,100.9292909,-6.37841963
0.00333,6,20,-33.9155399,100.9262747,-6.376912896
0.00333,6,21,-33.91583187,100.9232585,-6.376738913
0.00333,6,22,-33.91612383,100.9202423,-6.375964197
0.00333,6,23,-33.9164158,100.9172261,-6.375598986
0.00333,6,24,-33.91670776,100.9142099,-6.375598986
0.00333,6,25,-33.91699973,100.9111937,-6.375155424
0.00333,6,26,-33.9172917,100.9081775,-6.374884424
0.00333,6,27,-33.91758366,100.9051612,-6.37407591
0.00333,6,28,-33.91787563,100.902145,-6.37407591
0.00333,6,29,-33.91816759,100.8991288,-6.374889539
0.00333,6,30,-33.91845956,100.8961126,-6.375146548
0.00333,6,31,-33.91875152,100.8930964,-6.375623333
0.00333,6,32,-33.91904349,100.8900802,-6.376823559
0.00333,6,33,-33.91933545,100.887064,-6.37579111
0.00333,6,34,-33.91962742,100.8840478,-6.375118602
0.00333,6,35,-33.91991938,100.8810316,-6.375118602
0.00333,6,36,-33.92021135,100.8780154,-6.376290868
0.00333,6,37,-33.92050331,100.8749992,-6.376698984
0.00333,6,38,-33.92079528,100.871983,-6.37493576
0.00333,6,39,-33.92108725,100.8689668,-6.3728325
0.00333,6,40,-33.92137921,100.8659506,-6.372708999
0.00333,6,41,-33.92167118,100.8629344,-6.372708999
0.00333,6,42,-33.92196314,100.8599182,-6.371271826
0.00333,6,43,-33.92225511,100.856902,-6.370143789
0.00333,6,44,-33.92254707,100.8538858,-6.36918073
0.00333,6,45,-33.92283904,100.8508696,-6.367474621
0.00333,6,46,-33.923131,100.8478534,-6.366659351
0.00333,6,47,-33.92342297,100.8448371,-6.366136952
0.00333,6,48,-33.92371493,100.8418209,-6.366194477
0.00333,6,49,-33.9240069,100.8388047,-6.362211005
0.00333,6,50,-33.92429886,100.8357885,-6.351299712
0.00333,6,51,-33.92459083,100.8327723,-6.351187561
0.00333,6,52,-33.92488279,100.8297561,-6.351187561
0.00333,6,53,-33.92517476,100.8267399,-6.352709331
0.00333,6,54,-33.92546673,100.8237237,-6.367059855
0.00333,6,55,-33.92575869,100.8207075,-6.36976553
0.00333,6,56,-33.92605066,100.8176913,-6.369786358
0.00333,6,57,-33.92634262,100.8146751,-6.37048863
0.00333,6,58,-33.92663459,100.8116589,-6.370431881
0.00333,6,59,-33.92692655,100.8086427,-6.361775914
0.00333,6,60,-33.92721852,100.8056265,-6.359100431
0.00333,6,61,-33.92751048,100.8026103,-6.357877773
0.00333,6,62,-33.92780245,100.7995941,-6.357877773
0.00333,6,63,-33.92809441,100.7965779,-6.363314284
0.00333,6,64,-33.92838638,100.7935617,-6.37956449
0.00333,6,65,-33.92867834,100.7905455,-6.379422009
0.00333,6,66,-33.92897031,100.7875293,-6.379515447
0.00333,6,67,-33.92926228,100.784513,-6.38030951
0.00333,6,68,-33.92955424,100.7814968,-6.381839505
0.00333,6,69,-33.92984621,100.7784806,-6.381965461
0.00333,6,70,-33.93013817,100.7754644,-6.381154919
0.00333,6,71,-33.93043014,100.7724482,-6.37997609
0.00333,6,72,-33.9307221,100.769432,-6.38268225
0.00333,6,73,-33.93101407,100.7664158,-6.383349988
0.00333,6,74,-33.93130603,100.7633996,-6.386469991
0.00333,6,75,-33.931598,100.7603834,-6.389885534
0.00333,6,76,-33.93188996,100.7573672,-6.391275869
0.00333,6,77,-33.93218193,100.754351,-6.393338999
0.00333,6,78,-33.93247389,100.7513348,-6.395785953
0.00333,6,79,-33.93276586,100.7483186,-6.395258802
0.00333,6,80,-33.93305782,100.7453024,-6.394442371
0.00333,6,81,-33.93334979,100.7422862,-6.395048142
0.00333,6,82,-33.93364176,100.73927,-6.391385734
0.00333,6,83,-33.93393372,100.7362538,-6.387563255
0.00333,6,84,-33.93422569,100.7332376,-6.38678607
0.00333,6,85,-33.93451765,100.7302214,-6.38194677
0.00333,6,86,-33.93480962,100.7272052,-6.38194677
0.00333,6,87,-33.93510158,100.7241889,-6.385267009
0.00333,6,88,-33.93539355,100.7211727,-6.385267009
0.00333,6,89,-33.93568551,100.7181565,-6.385759916
0.00333,6,90,-33.93597748,100.7151403,-6.388681931
0.00333,6,91,-33.93626944,100.7121241,-6.377435257
0.00333,6,92,-33.93656141,100.7091079,-6.392002324
0.00333,6,93,-33.93685337,100.7060917,-6.392364797
0.00333,6,94,-33.93714534,100.7030755,-6.397326537
0.00333,6,95,-33.93743731,100.7000593,-6.398035782
0.00333,6,96,-33.93772927,100.6970431,-6.398117047
0.00333,6,97,-33.93802124,100.6940269,-6.399028807
0.00333,6,98,-33.9383132,100.6910107,-6.400367624
0.00333,6,99,-33.93860517,100.6879945,-6.401050028
0.00333,7,0,-33.92391985,100.9879752,-6.373099464
0.00333,7,1,-33.92421181,100.984959,-6.373941647
0.00333,7,2,-33.92450378,100.9819428,-6.375159822
0.00333,7,3,-33.92479574,100.9789266,-6.375526094
0.00333,7,4,-33.92508771,100.9759104,-6.375247101
0.00333,7,5,-33.92537968,100.9728942,-6.375247101
0.00333,7,6,-33.92567164,100.969878,-6.375980756
0.00333,7,7,-33.92596361,100.9668618,-6.376239534
0.00333,7,8,-33.92625557,100.9638456,-6.377072603
0.00333,7,9,-33.92654754,100.9608293,-6.377072603
0.00333,7,10,-33.9268395,100.9578131,-6.377962003
0.00333,7,11,-33.92713147,100.9547969,-6.37796053
0.00333,7,12,-33.92742343,100.9517807,-6.378015589
0.00333,7,13,-33.9277154,100.9487645,-6.37726097
0.00333,7,14,-33.92800736,100.9457483,-6.377108344
0.00333,7,15,-33.92829933,100.9427321,-6.376414084
0.00333,7,16,-33.92859129,100.9397159,-6.37542175
0.00333,7,17,-33.92888326,100.9366997,-6.375929565
0.00333,7,18,-33.92917522,100.9336835,-6.376297672
0.00333,7,19,-33.92946719,100.9306673,-6.376810872
0.00333,7,20,-33.92975916,100.9276511,-6.37800366
0.00333,7,21,-33.93005112,100.9246349,-6.377180205
0.00333,7,22,-33.93034309,100.9216187,-6.377051172
0.00333,7,23,-33.93063505,100.9186025,-6.377051172
0.00333,7,24,-33.93092702,100.9155863,-6.377315298
0.00333,7,25,-33.93121898,100.9125701,-6.377315298
0.00333,7,26,-33.93151095,100.9095539,-6.37751807
0.00333,7,27,-33.93180291,100.9065377,-6.377655441
0.00333,7,28,-33.93209488,100.9035215,-6.378604722
0.00333,7,29,-33.93238684,100.9005052,-6.378506091
0.00333,7,30,-33.93267881,100.897489,-6.378585298
0.00333,7,31,-33.93297077,100.8944728,-6.378618452
0.00333,7,32,-33.93326274,100.8914566,-6.376959907
0.00333,7,33,-33.93355471,100.8884404,-6.376768653
0.00333,7,34,-33.93384667,100.8854242,-6.376768653
0.00333,7,35,-33.93413864,100.882408,-6.377685553
0.00333,7,36,-33.9344306,100.8793918,-6.377126642
0.00333,7,37,-33.93472257,100.8763756,-6.3760102
0.00333,7,38,-33.93501453,100.8733594,-6.375347902
0.00333,7,39,-33.9353065,100.8703432,-6.374867926
0.00333,7,40,-33.93559846,100.867327,-6.373652386
0.00333,7,41,-33.93589043,100.8643108,-6.373443662
0.00333,7,42,-33.93618239,100.8612946,-6.370595737
0.00333,7,43,-33.93647436,100.8582784,-6.370595737
0.00333,7,44,-33.93676632,100.8552622,-6.368827689
0.00333,7,45,-33.93705829,100.852246,-6.368827689
0.00333,7,46,-33.93735025,100.8492298,-6.362843659
0.00333,7,47,-33.93764222,100.8462136,-6.358391697
0.00333,7,48,-33.93793419,100.8431974,-6.358391697
0.00333,7,49,-33.93822615,100.8401811,-6.355524174
0.00333,7,50,-33.93851812,100.8371649,-6.354797867
0.00333,7,51,-33.93881008,100.8341487,-6.354874477
0.00333,7,52,-33.93910205,100.8311325,0
0.00333,7,53,-33.93939401,100.8281163,-6.372269786
0.00333,7,54,-33.93968598,100.8251001,-6.37378626
0.00333,7,55,-33.93997794,100.8220839,-6.374874037
0.00333,7,56,-33.94026991,100.8190677,-6.374874037
0.00333,7,57,-33.94056187,100.8160515,-6.375567124
0.00333,7,58,-33.94085384,100.8130353,-6.375567124
0.00333,7,59,-33.9411458,100.8100191,-6.376500073
0.00333,7,60,-33.94143777,100.8070029,-6.367162051
0.00333,7,61,-33.94172974,100.8039867,-6.359761859
0.00333,7,62,-33.9420217,100.8009705,-6.359761859
0.00333,7,63,-33.94231367,100.7979543,-6.364001607
0.00333,7,64,-33.94260563,100.7949381,-6.365702445
0.00333,7,65,-33.9428976,100.7919219,-6.363332694
0.00333,7,66,-33.94318956,100.7889057,-6.363332694
0.00333,7,67,-33.94348153,100.7858895,-6.372547837
0.00333,7,68,-33.94377349,100.7828733,-6.374477727
0.00333,7,69,-33.94406546,100.779857,-6.380416864
0.00333,7,70,-33.94435742,100.7768408,-6.384685802
0.00333,7,71,-33.94464939,100.7738246,-6.3858305
0.00333,7,72,-33.94494135,100.7708084,-6.386317176
0.00333,7,73,-33.94523332,100.7677922,-6.386645011
0.00333,7,74,-33.94552528,100.764776,-6.391262267
0.00333,7,75,-33.94581725,100.7617598,-6.392229033
0.00333,7,76,-33.94610922,100.7587436,-6.394747456
0.00333,7,77,-33.94640118,100.7557274,-6.395390346
0.00333,7,78,-33.94669315,100.7527112,-6.398011911
0.00333,7,79,-33.94698511,100.749695,-6.399391459
0.00333,7,80,-33.94727708,100.7466788,-6.399874309
0.00333,7,81,-33.94756904,100.7436626,-6.399789028
0.00333,7,82,-33.94786101,100.7406464,-6.400449087
0.00333,7,83,-33.94815297,100.7376302,-6.400545332
0.00333,7,84,-33.94844494,100.734614,-6.399071201
0.00333,7,85,-33.9487369,100.7315978,-6.398458749
0.00333,7,86,-33.94902887,100.7285816,-6.397835352
0.00333,7,87,-33.94932083,100.7255654,-6.39908936
0.00333,7,88,-33.9496128,100.7225491,-6.398708536
0.00333,7,89,-33.94990477,100.7195329,-6.398486635
0.00333,7,90,-33.95019673,100.7165167,-6.398486635
0.00333,7,91,-33.9504887,100.7135005,-6.397494799
0.00333,7,92,-33.95078066,100.7104843,-6.39763832
0.00333,7,93,-33.95107263,100.7074681,-6.399274858
0.00333,7,94,-33.95136459,100.7044519,-6.399701586
0.00333,7,95,-33.95165656,100.7014357,-6.399983742
0.00333,7,96,-33.95194852,100.6984195,-6.400613743
0.00333,7,97,-33.95224049,100.6954033,-6.400580806
0.00333,7,98,-33.95253245,100.6923871,-6.400698582
0.00333,7,99,-33.95282442,100.6893709,-6.402901826
0.00333,8,0,-33.9381391,100.9893516,-6.373660406
0.00333,8,1,-33.93843107,100.9863354,-6.373660406
0.00333,8,2,-33.93872303,100.9833192,-6.374065239
0.00333,8,3,-33.939015,100.980303,-6.374065239
0.00333,8,4,-33.93930696,100.9772868,-6.37426051
0.00333,8,5,-33.93959893,100.9742706,-6.373811723
0.00333,8,6,-33.93989089,100.9712544,-6.373811723
0.00333,8,7,-33.94018286,100.9682382,-6.374760477
0.00333,8,8,-33.94047482,100.965222,-6.374932541
0.00333,8,9,-33.94076679,100.9622058,-6.37264801
0.00333,8,10,-33.94105875,100.9591895,-6.37264801
0.00333,8,11,-33.94135072,100.9561733,-6.373693914
0.00333,8,12,-33.94164269,100.9531571,-6.373955563
0.00333,8,13,-33.94193465,100.9501409,-6.373884859
0.00333,8,14,-33.94222662,100.9471247,-6.373884859
0.00333,8,15,-33.94251858,100.9441085,-6.374545488
0.00333,8,16,-33.94281055,100.9410923,-6.374371648
0.00333,8,17,-33.94310251,100.9380761,-6.374010926
0.00333,8,18,-33.94339448,100.9350599,-6.374590723
0.00333,8,19,-33.94368644,100.9320437,-6.373904312
0.00333,8,20,-33.94397841,100.9290275,-6.374865014
0.00333,8,21,-33.94427037,100.9260113,-6.374500739
0.00333,8,22,-33.94456234,100.9229951,-6.374346944
0.00333,8,23,-33.9448543,100.9199789,-6.374799255
0.00333,8,24,-33.94514627,100.9169627,-6.3753622
0.00333,8,25,-33.94543823,100.9139465,-6.375793378
0.00333,8,26,-33.9457302,100.9109303,-6.377000583
0.00333,8,27,-33.94602217,100.9079141,-6.378755836
0.00333,8,28,-33.94631413,100.9048979,-6.377778171
0.00333,8,29,-33.9466061,100.9018817,-6.375401803
0.00333,8,30,-33.94689806,100.8988654,-6.375401803
0.00333,8,31,-33.94719003,100.8958492,-6.376966888
0.00333,8,32,-33.94748199,100.892833,-6.378096092
0.00333,8,33,-33.94777396,100.8898168,-6.376204897
0.00333,8,34,-33.94806592,100.8868006,-6.375912099
0.00333,8,35,-33.94835789,100.8837844,-6.37512487
0.00333,8,36,-33.94864985,100.8807682,-6.37512487
0.00333,8,37,-33.94894182,100.877752,-6.375277545
0.00333,8,38,-33.94923378,100.8747358,-6.375277545
0.00333,8,39,-33.94952575,100.8717196,-6.37404205
0.00333,8,40,-33.94981772,100.8687034,-6.372453637
0.00333,8,41,-33.95010968,100.8656872,-6.372395388
0.00333,8,42,-33.95040165,100.862671,-6.372135967
0.00333,8,43,-33.95069361,100.8596548,-6.372135967
0.00333,8,44,-33.95098558,100.8566386,-6.372696219
0.00333,8,45,-33.95127754,100.8536224,-6.373141292
0.00333,8,46,-33.95156951,100.8506062,-6.370404147
0.00333,8,47,-33.95186147,100.84759,-6.357705666
0.00333,8,48,-33.95215344,100.8445738,-6.357546399
0.00333,8,49,-33.9524454,100.8415576,0
0.00333,8,50,-33.95273737,100.8385413,0
0.00333,8,51,-33.95302933,100.8355251,-6.363717964
0.00333,8,52,-33.9533213,100.8325089,-6.363717964
0.00333,8,53,-33.95361326,100.8294927,-6.358826809
0.00333,8,54,-33.95390523,100.8264765,-6.357908182
0.00333,8,55,-33.9541972,100.8234603,-6.357908182
0.00333,8,56,-33.95448916,100.8204441,-6.366120471
0.00333,8,57,-33.95478113,100.8174279,-6.366120471
0.00333,8,58,-33.95507309,100.8144117,-6.372170602
0.00333,8,59,-33.95536506,100.8113955,-6.370027986
0.00333,8,60,-33.95565702,100.8083793,-6.369644566
0.00333,8,61,-33.95594899,100.8053631,-6.369644566
0.00333,8,62,-33.95624095,100.8023469,-6.36901615
0.00333,8,63,-33.95653292,100.7993307,-6.366814427
0.00333,8,64,-33.95682488,100.7963145,-6.366672083
0.00333,8,65,-33.95711685,100.7932983,-6.366874278
0.00333,8,66,-33.95740881,100.7902821,-6.367182871
0.00333,8,67,-33.95770078,100.7872659,-6.367537102
0.00333,8,68,-33.95799274,100.7842497,-6.372983849
0.00333,8,69,-33.95828471,100.7812335,-6.38291605
0.00333,8,70,-33.95857668,100.7782172,-6.387957741
0.00333,8,71,-33.95886864,100.775201,-6.387957741
0.00333,8,72,-33.95916061,100.7721848,-6.388424523
0.00333,8,73,-33.95945257,100.7691686,-6.388424523
0.00333,8,74,-33.95974454,100.7661524,-6.391872122
0.00333,8,75,-33.9600365,100.7631362,-6.388153515
0.00333,8,76,-33.96032847,100.76012,-6.388153515
0.00333,8,77,-33.96062043,100.7571038,-6.391188785
0.00333,8,78,-33.9609124,100.7540876,-6.391044798
0.00333,8,79,-33.96120436,100.7510714,-6.39515362
0.00333,8,80,-33.96149633,100.7480552,-6.399912029
0.00333,8,81,-33.96178829,100.745039,-6.404276153
0.00333,8,82,-33.96208026,100.7420228,-6.406829794
0.00333,8,83,-33.96237223,100.7390066,-6.410484526
0.00333,8,84,-33.96266419,100.7359904,-6.411006398
0.00333,8,85,-33.96295616,100.7329742,-6.408499928
0.00333,8,86,-33.96324812,100.729958,-6.408042536
0.00333,8,87,-33.96354009,100.7269418,-6.405749021
0.00333,8,88,-33.96383205,100.7239256,-6.40445613
0.00333,8,89,-33.96412402,100.7209094,-6.40445613
0.00333,8,90,-33.96441598,100.7178931,-6.411437017
0.00333,8,91,-33.96470795,100.7148769,-6.411140145
0.00333,8,92,-33.96499991,100.7118607,-6.410071657
0.00333,8,93,-33.96529188,100.7088445,-6.409468678
0.00333,8,94,-33.96558384,100.7058283,-6.409395917
0.00333,8,95,-33.96587581,100.7028121,-6.421519016
0.00333,8,96,-33.96616777,100.6997959,-6.423344169
0.00333,8,97,-33.96645974,100.6967797,-6.401257185
0.00333,8,98,-33.96675171,100.6937635,-6.401257185
0.00333,8,99,-33.96704367,100.6907473,-6.401257185
0.00333,9,0,-33.95235835,100.990728,-6.377492172
0.00333,9,1,-33.95265032,100.9877118,-6.377037102
0.00333,9,2,-33.95294228,100.9846956,-6.37686482
0.00333,9,3,-33.95323425,100.9816794,-6.377255349
0.00333,9,4,-33.95352621,100.9786632,-6.371534666
0.00333,9,5,-33.95381818,100.975647,-6.371534666
0.00333,9,6,-33.95411015,100.9726308,-6.373458044
0.00333,9,7,-33.95440211,100.9696146,-6.3720657
0.00333,9,8,-33.95469408,100.9665984,-6.370578661
0.00333,9,9,-33.95498604,100.9635822,-6.370529875
0.00333,9,10,-33.95527801,100.960566,-6.367763923
0.00333,9,11,-33.95556997,100.9575498,-6.367763923
0.00333,9,12,-33.95586194,100.9545335,-6.367982239
0.00333,9,13,-33.9561539,100.9515173,-6.368578981
0.00333,9,14,-33.95644587,100.9485011,-6.370150069
0.00333,9,15,-33.95673783,100.9454849,-6.370824935
0.00333,9,16,-33.9570298,100.9424687,-6.371064681
0.00333,9,17,-33.95732176,100.9394525,-6.372576238
0.00333,9,18,-33.95761373,100.9364363,-6.372940891
0.00333,9,19,-33.95790569,100.9334201,-6.373792857
0.00333,9,20,-33.95819766,100.9304039,-6.374032502
0.00333,9,21,-33.95848963,100.9273877,-6.37367843
0.00333,9,22,-33.95878159,100.9243715,-6.37340268
0.00333,9,23,-33.95907356,100.9213553,-6.374320742
0.00333,9,24,-33.95936552,100.9183391,-6.374399573
0.00333,9,25,-33.95965749,100.9153229,-6.374399573
0.00333,9,26,-33.95994945,100.9123067,-6.375093368
0.00333,9,27,-33.96024142,100.9092905,-6.37655198
0.00333,9,28,-33.96053338,100.9062743,-6.376578059
0.00333,9,29,-33.96082535,100.9032581,-6.377465986
0.00333,9,30,-33.96111731,100.9002419,-6.377685545
0.00333,9,31,-33.96140928,100.8972257,-6.376883125
0.00333,9,32,-33.96170124,100.8942094,-6.370450613
0.00333,9,33,-33.96199321,100.8911932,-6.370450613
0.00333,9,34,-33.96228518,100.888177,-6.370546715
0.00333,9,35,-33.96257714,100.8851608,-6.373893553
0.00333,9,36,-33.96286911,100.8821446,-6.375058302
0.00333,9,37,-33.96316107,100.8791284,-6.374996145
0.00333,9,38,-33.96345304,100.8761122,-6.374996145
0.00333,9,39,-33.963745,100.873096,-6.373442654
0.00333,9,40,-33.96403697,100.8700798,-6.373442654
0.00333,9,41,-33.96432893,100.8670636,-6.374985081
0.00333,9,42,-33.9646209,100.8640474,-6.374928189
0.00333,9,43,-33.96491286,100.8610312,-6.374928189
0.00333,9,44,-33.96520483,100.858015,-6.370145873
0.00333,9,45,-33.96549679,100.8549988,-6.367619997
0.00333,9,46,-33.96578876,100.8519826,-6.366371874
0.00333,9,47,-33.96608072,100.8489664,-6.364053468
0.00333,9,48,-33.96637269,100.8459502,-6.364736186
0.00333,9,49,-33.96666466,100.842934,-6.363190611
0.00333,9,50,-33.96695662,100.8399178,-6.361054955
0.00333,9,51,-33.96724859,100.8369016,-6.35923606
0.00333,9,52,-33.96754055,100.8338853,-6.35923606
0.00333,9,53,-33.96783252,100.8308691,-6.362006525
0.00333,9,54,-33.96812448,100.8278529,-6.36277914
0.00333,9,55,-33.96841645,100.8248367,-6.36381123
0.00333,9,56,-33.96870841,100.8218205,-6.365097212
0.00333,9,57,-33.96900038,100.8188043,-6.365527026
0.00333,9,58,-33.96929234,100.8157881,-6.3652224
0.00333,9,59,-33.96958431,100.8127719,-6.366219888
0.00333,9,60,-33.96987627,100.8097557,-6.368202781
0.00333,9,61,-33.97016824,100.8067395,-6.372006449
0.00333,9,62,-33.97046021,100.8037233,-6.371768628
0.00333,9,63,-33.97075217,100.8007071,-6.369487828
0.00333,9,64,-33.97104414,100.7976909,-6.375816642
0.00333,9,65,-33.9713361,100.7946747,-6.378320518
0.00333,9,66,-33.97162807,100.7916585,-6.381102765
0.00333,9,67,-33.97192003,100.7886423,-6.38066937
0.00333,9,68,-33.972212,100.7856261,-6.387509731
0.00333,9,69,-33.97250396,100.7826099,-6.387509731
0.00333,9,70,-33.97279593,100.7795937,-6.387509731
0.00333,9,71,-33.97308789,100.7765775,-6.374421021
0.00333,9,72,-33.97337986,100.7735612,-6.374377796
0.00333,9,73,-33.97367182,100.770545,-6.374377796
0.00333,9,74,-33.97396379,100.7675288,-6.375170784
0.00333,9,75,-33.97425575,100.7645126,-6.377664963
0.00333,9,76,-33.97454772,100.7614964,-6.383217105
0.00333,9,77,-33.97483969,100.7584802,-6.384550131
0.00333,9,78,-33.97513165,100.755464,-6.386391623
0.00333,9,79,-33.97542362,100.7524478,-6.389565621
0.00333,9,80,-33.97571558,100.7494316,-6.389676024
0.00333,9,81,-33.97600755,100.7464154,-6.390694458
0.00333,9,82,-33.97629951,100.7433992,-6.395473674
0.00333,9,83,-33.97659148,100.740383,-6.408895276
0.00333,9,84,-33.97688344,100.7373668,-6.417291451
0.00333,9,85,-33.97717541,100.7343506,-6.416740141
0.00333,9,86,-33.97746737,100.7313344,-6.416588766
0.00333,9,87,-33.97775934,100.7283182,-6.416588766
0.00333,9,88,-33.9780513,100.725302,-6.41863807
0.00333,9,89,-33.97834327,100.7222858,-6.420026536
0.00333,9,90,-33.97863523,100.7192696,-6.421452797
0.00333,9,91,-33.9789272,100.7162534,-6.426910889
0.00333,9,92,-33.97921917,100.7132371,-6.42868097
0.00333,9,93,-33.97951113,100.7102209,-6.428692042
0.00333,9,94,-33.9798031,100.7072047,-6.428692042
0.00333,9,95,-33.98009506,100.7041885,-6.428701349
0.00333,9,96,-33.98038703,100.7011723,-6.433382369
0.00333,9,97,-33.98067899,100.6981561,-6.434553563
0.00333,9,98,-33.98097096,100.6951399,-6.432903163
0.00333,9,99,-33.98126292,100.6921237,-6.43202685
0.00333,10,0,-33.96657761,100.9921044,-6.367006428
0.00333,10,1,-33.96686957,100.9890882,-6.367006428
0.00333,10,2,-33.96716154,100.986072,0
0.00333,10,3,-33.9674535,100.9830558,0
0.00333,10,4,-33.96774547,100.9800396,0
0.00333,10,5,-33.96803743,100.9770234,0
0.00333,10,6,-33.9683294,100.9740072,0
0.00333,10,7,-33.96862136,100.970991,0
0.00333,10,8,-33.96891333,100.9679748,-6.36352424
0.00333,10,9,-33.96920529,100.9649586,-6.36352424
0.00333,10,10,-33.96949726,100.9619424,-6.364113207
0.00333,10,11,-33.96978922,100.9589262,-6.368244904
0.00333,10,12,-33.97008119,100.95591,-6.366679418
0.00333,10,13,-33.97037315,100.9528938,-6.366679418
0.00333,10,14,-33.97066512,100.9498775,-6.37019085
0.00333,10,15,-33.97095709,100.9468613,-6.37019085
0.00333,10,16,-33.97124905,100.9438451,-6.37019085
0.00333,10,17,-33.97154102,100.9408289,-6.371690118
0.00333,10,18,-33.97183298,100.9378127,-6.371862863
0.00333,10,19,-33.97212495,100.9347965,-6.373883203
0.00333,10,20,-33.97241691,100.9317803,-6.374745941
0.00333,10,21,-33.97270888,100.9287641,-6.374777195
0.00333,10,22,-33.97300084,100.9257479,-6.376516821
0.00333,10,23,-33.97329281,100.9227317,-6.377194563
0.00333,10,24,-33.97358477,100.9197155,-6.376291512
0.00333,10,25,-33.97387674,100.9166993,-6.376291512
