nail 6,transect,point,x,y,z
0.00333,0,0,-26.12662061,99.3483919,-6.449962284
0.00333,0,1,-26.12690626,99.34537509,-6.451587096
0.00333,0,2,-26.12719192,99.34235828,-6.465438483
0.00333,0,3,-26.12747758,99.33934147,-6.446180385
0.00333,0,4,-26.12776323,99.33632466,-6.400692164
0.00333,0,5,-26.12804889,99.33330785,-6.39969809
0.00333,0,6,-26.12833454,99.33029104,-6.39969809
0.00333,0,7,-26.1286202,99.32727424,-6.400104288
0.00333,0,8,-26.12890585,99.32425743,-6.405282698
0.00333,0,9,-26.12919151,99.32124062,-6.436108508
0.00333,0,10,-26.12947717,99.31822381,-6.448383698
0.00333,0,11,-26.12976282,99.315207,-6.448258754
0.00333,0,12,-26.13004848,99.31219019,-6.448374241
0.00333,0,13,-26.13033413,99.30917338,-6.449192505
0.00333,0,14,-26.13061979,99.30615657,-6.450556322
0.00333,0,15,-26.13090545,99.30313976,-6.451375596
0.00333,0,16,-26.1311911,99.30012295,-6.448031708
0.00333,0,17,-26.13147676,99.29710614,-6.445832486
0.00333,0,18,-26.13176241,99.29408934,-6.443253131
0.00333,0,19,-26.13204807,99.29107253,-6.439730505
0.00333,0,20,-26.13233372,99.28805572,-6.438455936
0.00333,0,21,-26.13261938,99.28503891,-6.438451655
0.00333,0,22,-26.13290504,99.2820221,-6.438451655
0.00333,0,23,-26.13319069,99.27900529,-6.484630298
0.00333,0,24,-26.13347635,99.27598848,-6.486413166
0.00333,0,25,-26.133762,99.27297167,-6.48686134
0.00333,0,26,-26.13404766,99.26995486,-6.49147978
0.00333,0,27,-26.13433332,99.26693805,-6.499633869
0.00333,0,28,-26.13461897,99.26392124,-6.500269315
0.00333,0,29,-26.13490463,99.26090443,-6.500960549
0.00333,0,30,-26.13519028,99.25788763,-6.505614993
0.00333,0,31,-26.13547594,99.25487082,-6.505721526
0.00333,0,32,-26.13576159,99.25185401,-6.505750087
0.00333,0,33,-26.13604725,99.2488372,-6.466058311
0.00333,0,34,-26.13633291,99.24582039,-6.462214974
0.00333,0,35,-26.13661856,99.24280358,-6.461501987
0.00333,0,36,-26.13690422,99.23978677,-6.45415502
