nail 2,transect,point,x,y,z
0.00333,0,0,-22.44526024,99.10752189,-6.901050995
0.00333,0,1,-22.44224209,99.10725073,-6.90284486
0.00333,0,2,-22.43922395,99.10697957,-6.90284486
0.00333,0,3,-22.4362058,99.10670842,-6.903641128
0.00333,0,4,-22.43318765,99.10643726,-6.904957499
0.00333,0,5,-22.43016951,99.1061661,-6.904676492
0.00333,0,6,-22.42715136,99.10589494,-6.904356391
0.00333,0,7,-22.42413321,99.10562378,-6.904356391
0.00333,0,8,-22.42111507,99.10535262,-6.90528504
0.00333,0,9,-22.41809692,99.10508146,-6.905055952
0.00333,0,10,-22.41507877,99.10481031,-6.904809959
0.00333,0,11,-22.41206063,99.10453915,-6.904809959
0.00333,0,12,-22.40904248,99.10426799,-6.905900346
0.00333,0,13,-22.40602433,99.10399683,-6.906780154
0.00333,0,14,-22.40300618,99.10372567,-6.907451858
0.00333,0,15,-22.39998804,99.10345451,-6.908784857
0.00333,0,16,-22.39696989,99.10318335,-6.911430327
0.00333,0,17,-22.39395174,99.1029122,-6.914356362
0.00333,0,18,-22.3909336,99.10264104,-6.916115102
0.00333,0,19,-22.38791545,99.10236988,-6.917755129
0.00333,0,20,-22.3848973,99.10209872,-6.920818262
0.00333,0,21,-22.38187916,99.10182756,-6.923900484
0.00333,0,22,-22.37886101,99.1015564,-6.925844353
0.00333,0,23,-22.37584286,99.10128524,-6.925844353
0.00333,0,24,-22.37282472,99.10101408,-6.924826983
0.00333,0,25,-22.36980657,99.10074293,-6.928888615
0.00333,0,26,-22.36678842,99.10047177,-6.930287761
0.00333,0,27,-22.36377028,99.10020061,-6.929029801
0.00333,0,28,-22.36075213,99.09992945,-6.929124725
0.00333,0,29,-22.35773398,99.09965829,-6.929645616
0.00333,0,30,-22.35471584,99.09938713,-6.931037477
0.00333,0,31,-22.35169769,99.09911597,-6.948497738
0.00333,0,32,-22.34867954,99.09884482,-6.959688178
0.00333,0,33,-22.3456614,99.09857366,-6.958161035
0.00333,0,34,-22.34264325,99.0983025,-6.956736534
0.00333,0,35,-22.3396251,99.09803134,-6.956541732
0.00333,0,36,-22.33660696,99.09776018,-6.956129297
0.00333,0,37,-22.33358881,99.09748902,-6.956201502
0.00333,0,38,-22.33057066,99.09721786,-6.956510811
0.00333,0,39,-22.32755252,99.09694671,-6.956510811
0.00333,0,40,-22.32453437,99.09667555,-6.95710125
0.00333,0,41,-22.32151622,99.09640439,-6.958225107
0.00333,0,42,-22.31849808,99.09613323,-6.959825763
0.00333,0,43,-22.31547993,99.09586207,-6.96207632
0.00333,0,44,-22.31246178,99.09559091,-6.964050576
0.00333,0,45,-22.30944364,99.09531975,-6.965033158
0.00333,0,46,-22.30642549,99.0950486,-6.966019729
0.00333,0,47,-22.30340734,99.09477744,-6.966019729
0.00333,0,48,-22.3003892,99.09450628,-6.967998151
0.00333,0,49,-22.29737105,99.09423512,-6.969322776
0.00333,0,50,-22.2943529,99.09396396,-6.971116065
0.00333,0,51,-22.29133476,99.0936928,-6.970593852
0.00333,0,52,-22.28831661,99.09342164,-6.970355673
0.00333,0,53,-22.28529846,99.09315048,-6.970914266
0.00333,0,54,-22.28228032,99.09287933,-6.972695957
0.00333,0,55,-22.27926217,99.09260817,-6.973224163
0.00333,0,56,-22.27624402,99.09233701,-6.974920669
0.00333,0,57,-22.27322588,99.09206585,-6.976617499
0.00333,0,58,-22.27020773,99.09179469,-6.976710758
0.00333,0,59,-22.26718958,99.09152353,-6.977402881
0.00333,0,60,-22.26417144,99.09125237,-6.982104008
0.00333,0,61,-22.26115329,99.09098122,-6.982738871
0.00333,0,62,-22.25813514,99.09071006,-6.983624786
0.00333,0,63,-22.255117,99.0904389,-6.980597083
0.00333,0,64,-22.25209885,99.09016774,-6.976659479
0.00333,0,65,-22.2490807,99.08989658,-6.976659479
0.00333,0,66,-22.24606256,99.08962542,-6.97671274
0.00333,0,67,-22.24304441,99.08935426,-6.976948378
0.00333,0,68,-22.24002626,99.08908311,-6.977440181
0.00333,0,69,-22.23700812,99.08881195,-6.978827408
0.00333,0,70,-22.23398997,99.08854079,-6.974732011
0.00333,0,71,-22.23097182,99.08826963,-6.972690959
0.00333,0,72,-22.22795368,99.08799847,-6.971474726
0.00333,0,73,-22.22493553,99.08772731,-6.969478414
0.00333,0,74,-22.22191738,99.08745615,-6.968065373
0.00333,0,75,-22.21889924,99.087185,-6.967843011
0.00333,0,76,-22.21588109,99.08691384,-6.967676423
0.00333,0,77,-22.21286294,99.08664268,-6.967685693
0.00333,0,78,-22.2098448,99.08637152,-6.968298521
0.00333,0,79,-22.20682665,99.08610036,-6.969669272
0.00333,0,80,-22.2038085,99.0858292,-6.971031004
0.00333,0,81,-22.20079036,99.08555804,-6.972797969
0.00333,0,82,-22.19777221,99.08528688,-6.974222874
0.00333,0,83,-22.19475406,99.08501573,-6.975701898
0.00333,0,84,-22.19173592,99.08474457,-6.977119411
0.00333,0,85,-22.18871777,99.08447341,-6.976820261
0.00333,0,86,-22.18569962,99.08420225,-6.976820261
0.00333,0,87,-22.18268148,99.08393109,-6.97693884
0.00333,0,88,-22.17966333,99.08365993,-6.979999323
0.00333,0,89,-22.17664518,99.08338877,-6.979999323
0.00333,0,90,-22.17362704,99.08311762,-6.981211494
0.00333,0,91,-22.17060889,99.08284646,-6.981911854
0.00333,0,92,-22.16759074,99.0825753,-6.980808047
0.00333,0,93,-22.1645726,99.08230414,-6.982344441
0.00333,0,94,-22.16155445,99.08203298,-6.981162322
0.00333,0,95,-22.1585363,99.08176182,-6.980038467
0.00333,0,96,-22.15551816,99.08149066,-6.979801068
0.00333,0,97,-22.15250001,99.08121951,-6.979079569
0.00333,0,98,-22.14948186,99.08094835,-6.975525235
0.00333,0,99,-22.14646372,99.08067719,-6.975125283
0.00333,1,0,-22.44653856,99.09329349,-6.906449535
0.00333,1,1,-22.44352041,99.09302233,-6.906612853
0.00333,1,2,-22.44050226,99.09275117,-6.908194485
0.00333,1,3,-22.43748412,99.09248001,-6.908617853
0.00333,1,4,-22.43446597,99.09220885,-6.908617853
0.00333,1,5,-22.43144782,99.09193769,-6.910495373
0.00333,1,6,-22.42842968,99.09166653,-6.910553376
0.00333,1,7,-22.42541153,99.09139538,-6.910508159
0.00333,1,8,-22.42239338,99.09112422,-6.899668502
0.00333,1,9,-22.41937524,99.09085306,-6.899553294
0.00333,1,10,-22.41635709,99.0905819,-6.911057361
0.00333,1,11,-22.41333894,99.09031074,-6.911791892
0.00333,1,12,-22.4103208,99.09003958,-6.913211108
0.00333,1,13,-22.40730265,99.08976842,-6.913057372
0.00333,1,14,-22.4042845,99.08949727,-6.915328859
0.00333,1,15,-22.40126636,99.08922611,-6.915696178
0.00333,1,16,-22.39824821,99.08895495,-6.918576716
0.00333,1,17,-22.39523006,99.08868379,-6.92160643
0.00333,1,18,-22.39221192,99.08841263,-6.92456627
0.00333,1,19,-22.38919377,99.08814147,-6.945554726
0.00333,1,20,-22.38617562,99.08787031,-6.943380129
0.00333,1,21,-22.38315748,99.08759915,-6.9431857
0.00333,1,22,-22.38013933,99.087328,-6.940754672
0.00333,1,23,-22.37712118,99.08705684,-6.940754672
0.00333,1,24,-22.37410304,99.08678568,-6.942025133
0.00333,1,25,-22.37108489,99.08651452,-6.943679723
0.00333,1,26,-22.36806674,99.08624336,-6.943711134
0.00333,1,27,-22.3650486,99.0859722,-6.943164291
0.00333,1,28,-22.36203045,99.08570104,-6.942912618
0.00333,1,29,-22.3590123,99.08542989,-6.941360465
0.00333,1,30,-22.35599416,99.08515873,-6.9339384
0.00333,1,31,-22.35297601,99.08488757,-6.933203372
0.00333,1,32,-22.34995786,99.08461641,-6.933203372
0.00333,1,33,-22.34693972,99.08434525,-6.93401067
0.00333,1,34,-22.34392157,99.08407409,-6.93401067
0.00333,1,35,-22.34090342,99.08380293,-6.934448563
0.00333,1,36,-22.33788528,99.08353178,-6.935175565
0.00333,1,37,-22.33486713,99.08326062,-6.935420661
0.00333,1,38,-22.33184898,99.08298946,-6.935808493
0.00333,1,39,-22.32883084,99.0827183,-6.937882527
0.00333,1,40,-22.32581269,99.08244714,-6.939785554
0.00333,1,41,-22.32279454,99.08217598,-6.941873667
0.00333,1,42,-22.3197764,99.08190482,-6.943916893
0.00333,1,43,-22.31675825,99.08163367,-6.94639724
0.00333,1,44,-22.3137401,99.08136251,-6.950314289
0.00333,1,45,-22.31072196,99.08109135,-6.952102954
0.00333,1,46,-22.30770381,99.08082019,-6.966395045
0.00333,1,47,-22.30468566,99.08054903,-6.970772174
0.00333,1,48,-22.30166752,99.08027787,-6.969901631
0.00333,1,49,-22.29864937,99.08000671,-6.969552029
0.00333,1,50,-22.29563122,99.07973555,-6.973006495
0.00333,1,51,-22.29261308,99.0794644,-6.970270397
0.00333,1,52,-22.28959493,99.07919324,-6.969243734
0.00333,1,53,-22.28657678,99.07892208,-6.969243734
0.00333,1,54,-22.28355864,99.07865092,-6.969425925
0.00333,1,55,-22.28054049,99.07837976,-6.969670914
0.00333,1,56,-22.27752234,99.0781086,-6.971113797
0.00333,1,57,-22.2745042,99.07783744,-6.971615093
0.00333,1,58,-22.27148605,99.07756629,-6.983188721
0.00333,1,59,-22.2684679,99.07729513,-6.980558428
0.00333,1,60,-22.26544976,99.07702397,-6.978399122
0.00333,1,61,-22.26243161,99.07675281,-6.978435858
0.00333,1,62,-22.25941346,99.07648165,-6.978609811
0.00333,1,63,-22.25639532,99.07621049,-6.979093709
0.00333,1,64,-22.25337717,99.07593933,-6.974550966
0.00333,1,65,-22.25035902,99.07566818,-6.971068484
0.00333,1,66,-22.24734088,99.07539702,-6.970807215
0.00333,1,67,-22.24432273,99.07512586,-6.97233981
0.00333,1,68,-22.24130458,99.0748547,-6.973325815
0.00333,1,69,-22.23828644,99.07458354,-6.969653644
0.00333,1,70,-22.23526829,99.07431238,-6.973948821
0.00333,1,71,-22.23225014,99.07404122,-6.96876218
0.00333,1,72,-22.229232,99.07377007,-6.970818698
0.00333,1,73,-22.22621385,99.07349891,-6.977882045
0.00333,1,74,-22.2231957,99.07322775,-6.977620972
0.00333,1,75,-22.22017756,99.07295659,-6.977995044
0.00333,1,76,-22.21715941,99.07268543,-6.977552493
0.00333,1,77,-22.21414126,99.07241427,-6.977407566
0.00333,1,78,-22.21112312,99.07214311,-6.977843833
0.00333,1,79,-22.20810497,99.07187195,-6.97887608
0.00333,1,80,-22.20508682,99.0716008,-6.97887608
