Nail 25,transect,point,x,y,z
0.00333,0,0,-44.34556087,103.9304097,-6.195970718
0.00333,0,1,-44.34684466,103.9276648,-6.196675389
0.00333,0,2,-44.34812846,103.9249199,-6.196804188
0.00333,0,3,-44.34941225,103.9221749,-6.198775525
0.00333,0,4,-44.35069604,103.91943,-6.201125808
0.00333,0,5,-44.35197983,103.9166851,-6.202356327
0.00333,0,6,-44.35326362,103.9139402,-6.202445208
0.00333,0,7,-44.35454741,103.9111952,-6.202445208
0.00333,0,8,-44.3558312,103.9084503,0
0.00333,0,9,-44.35711499,103.9057054,0
0.00333,0,10,-44.35839878,103.9029605,0
0.00333,0,11,-44.35968257,103.9002155,0
0.00333,0,12,-44.36096636,103.8974706,0
0.00333,0,13,-44.36225015,103.8947257,-6.198204172
0.00333,0,14,-44.36353394,103.8919808,-6.193886406
0.00333,0,15,-44.36481773,103.8892358,-6.192457427
0.00333,0,16,-44.36610153,103.8864909,-6.192457427
0.00333,0,17,-44.36738532,103.883746,-6.193437047
0.00333,0,18,-44.36866911,103.8810011,-6.196651532
0.00333,0,19,-44.3699529,103.8782561,-6.196764086
0.00333,0,20,-44.37123669,103.8755112,-6.196020811
0.00333,0,21,-44.37252048,103.8727663,-6.195556241
0.00333,0,22,-44.37380427,103.8700214,-6.195416631
0.00333,0,23,-44.37508806,103.8672764,-6.194391851
0.00333,0,24,-44.37637185,103.8645315,-6.195471276
0.00333,0,25,-44.37765564,103.8617866,-6.194716189
0.00333,0,26,-44.37893943,103.8590416,-6.193486743
0.00333,0,27,-44.38022322,103.8562967,-6.192466187
0.00333,0,28,-44.38150701,103.8535518,-6.191568691
0.00333,0,29,-44.38279081,103.8508069,-6.189651607
0.00333,0,30,-44.3840746,103.8480619,-6.189211996
0.00333,0,31,-44.38535839,103.845317,-6.189207123
0.00333,0,32,-44.38664218,103.8425721,-6.187542258
0.00333,0,33,-44.38792597,103.8398272,-6.187288868
0.00333,0,34,-44.38920976,103.8370822,-6.187031597
0.00333,0,35,-44.39049355,103.8343373,-6.186004789
0.00333,0,36,-44.39177734,103.8315924,-6.185440658
0.00333,0,37,-44.39306113,103.8288475,-6.18425978
0.00333,0,38,-44.39434492,103.8261025,-6.183417364
0.00333,0,39,-44.39562871,103.8233576,-6.183100921
0.00333,0,40,-44.3969125,103.8206127,-6.183407015
0.00333,0,41,-44.39819629,103.8178678,-6.183048078
0.00333,0,42,-44.39948008,103.8151228,-6.182987358
0.00333,0,43,-44.40076388,103.8123779,-6.18308421
0.00333,0,44,-44.40204767,103.809633,-6.18301129
0.00333,0,45,-44.40333146,103.8068881,-6.182672964
0.00333,0,46,-44.40461525,103.8041431,-6.182222184
0.00333,0,47,-44.40589904,103.8013982,-6.181691003
0.00333,0,48,-44.40718283,103.7986533,-6.181260885
0.00333,0,49,-44.40846662,103.7959084,-6.181609772
0.00333,0,50,-44.40975041,103.7931634,-6.181452416
0.00333,0,51,-44.4110342,103.7904185,-6.180644423
0.00333,0,52,-44.41231799,103.7876736,-6.17954923
0.00333,0,53,-44.41360178,103.7849286,-6.179210441
0.00333,0,54,-44.41488557,103.7821837,-6.178877566
0.00333,0,55,-44.41616936,103.7794388,-6.177995635
0.00333,0,56,-44.41745315,103.7766939,-6.177229944
0.00333,0,57,-44.41873695,103.7739489,-6.176834286
0.00333,0,58,-44.42002074,103.771204,-6.176229118
0.00333,0,59,-44.42130453,103.7684591,-6.175881414
0.00333,0,60,-44.42258832,103.7657142,-6.175807295
0.00333,0,61,-44.42387211,103.7629692,-6.175807295
0.00333,0,62,-44.4251559,103.7602243,-6.177973748
0.00333,0,63,-44.42643969,103.7574794,-6.167099503
0.00333,0,64,-44.42772348,103.7547345,-6.164994663
0.00333,0,65,-44.42900727,103.7519895,-6.164357756
0.00333,0,66,-44.43029106,103.7492446,-6.160158653
0.00333,0,67,-44.43157485,103.7464997,-6.159141866
0.00333,0,68,-44.43285864,103.7437548,-6.159465649
0.00333,0,69,-44.43414243,103.7410098,-6.159667404
0.00333,0,70,-44.43542622,103.7382649,-6.160541189
0.00333,0,71,-44.43671002,103.73552,-6.163635114
0.00333,0,72,-44.43799381,103.7327751,-6.168868481
0.00333,0,73,-44.4392776,103.7300301,-6.169041898
0.00333,0,74,-44.44056139,103.7272852,-6.168454417
0.00333,0,75,-44.44184518,103.7245403,-6.167260269
0.00333,0,76,-44.44312897,103.7217954,-6.166003909
0.00333,0,77,-44.44441276,103.7190504,-6.164553457
0.00333,0,78,-44.44569655,103.7163055,-6.163612528
0.00333,0,79,-44.44698034,103.7135606,-6.163074477
0.00333,0,80,-44.44826413,103.7108157,-6.162418118
0.00333,0,81,-44.44954792,103.7080707,-6.161456662
0.00333,0,82,-44.45083171,103.7053258,-6.161080093
0.00333,0,83,-44.4521155,103.7025809,-6.160709064
0.00333,0,84,-44.45339929,103.6998359,-6.160416018
0.00333,0,85,-44.45468309,103.697091,-6.160075939
0.00333,0,86,-44.45596688,103.6943461,-6.159915213
0.00333,0,87,-44.45725067,103.6916012,-6.159468683
0.00333,0,88,-44.45853446,103.6888562,-6.159348128
0.00333,0,89,-44.45981825,103.6861113,-6.157993297
0.00333,0,90,-44.46110204,103.6833664,-6.15748179
0.00333,0,91,-44.46238583,103.6806215,-6.157444304
0.00333,0,92,-44.46366962,103.6778765,-6.151895417
0.00333,0,93,-44.46495341,103.6751316,-6.14564222
0.00333,0,94,-44.4662372,103.6723867,-6.141271815
0.00333,0,95,-44.46752099,103.6696418,-6.139742922
0.00333,0,96,-44.46880478,103.6668968,-6.139742922
0.00333,0,97,-44.47008857,103.6641519,-6.15077731
0.00333,0,98,-44.47137237,103.661407,-6.150467764
0.00333,0,99,-44.47265616,103.6586621,-6.150044916
0.00333,1,0,-44.35850124,103.9364619,-6.194387988
0.00333,1,1,-44.35978503,103.9337169,-6.195138806
0.00333,1,2,-44.36106882,103.930972,-6.196002043
0.00333,1,3,-44.36235261,103.9282271,-6.198156734
0.00333,1,4,-44.3636364,103.9254822,-6.20011839
0.00333,1,5,-44.36492019,103.9227372,-6.19991568
0.00333,1,6,-44.36620398,103.9199923,-6.19991568
0.00333,1,7,-44.36748777,103.9172474,-6.198674755
0.00333,1,8,-44.36877156,103.9145025,-6.198674755
0.00333,1,9,-44.37005536,103.9117575,-6.201860447
0.00333,1,10,-44.37133915,103.9090126,-6.199141067
0.00333,1,11,-44.37262294,103.9062677,-6.195744813
0.00333,1,12,-44.37390673,103.9035228,-6.193204324
0.00333,1,13,-44.37519052,103.9007778,-6.193204324
0.00333,1,14,-44.37647431,103.8980329,-6.197109526
0.00333,1,15,-44.3777581,103.895288,-6.196590338
0.00333,1,16,-44.37904189,103.8925431,-6.196590338
0.00333,1,17,-44.38032568,103.8897981,-6.19682801
0.00333,1,18,-44.38160947,103.8870532,-6.196990332
0.00333,1,19,-44.38289326,103.8843083,-6.198684272
0.00333,1,20,-44.38417705,103.8815634,-6.198488269
0.00333,1,21,-44.38546084,103.8788184,-6.198152866
0.00333,1,22,-44.38674463,103.8760735,-6.19707757
0.00333,1,23,-44.38802843,103.8733286,-6.196091958
0.00333,1,24,-44.38931222,103.8705837,-6.19554566
0.00333,1,25,-44.39059601,103.8678387,-6.195579043
0.00333,1,26,-44.3918798,103.8650938,-6.195220357
0.00333,1,27,-44.39316359,103.8623489,-6.193677913
0.00333,1,28,-44.39444738,103.859604,-6.192588221
0.00333,1,29,-44.39573117,103.856859,-6.190415261
0.00333,1,30,-44.39701496,103.8541141,-6.19016859
0.00333,1,31,-44.39829875,103.8513692,-6.19016859
0.00333,1,32,-44.39958254,103.8486242,-6.191123242
0.00333,1,33,-44.40086633,103.8458793,-6.190551603
0.00333,1,34,-44.40215012,103.8431344,-6.190655955
0.00333,1,35,-44.40343391,103.8403895,-6.190486891
0.00333,1,36,-44.4047177,103.8376445,-6.18967757
0.00333,1,37,-44.4060015,103.8348996,-6.189250597
0.00333,1,38,-44.40728529,103.8321547,-6.188077112
0.00333,1,39,-44.40856908,103.8294098,-6.187163901
0.00333,1,40,-44.40985287,103.8266648,-6.186328169
0.00333,1,41,-44.41113666,103.8239199,-6.185718612
0.00333,1,42,-44.41242045,103.821175,-6.185075793
0.00333,1,43,-44.41370424,103.8184301,-6.185658326
0.00333,1,44,-44.41498803,103.8156851,-6.185435437
0.00333,1,45,-44.41627182,103.8129402,-6.186701954
0.00333,1,46,-44.41755561,103.8101953,-6.187531844
0.00333,1,47,-44.4188394,103.8074504,-6.187359701
0.00333,1,48,-44.42012319,103.8047054,-6.18684174
0.00333,1,49,-44.42140698,103.8019605,-6.18632785
0.00333,1,50,-44.42269077,103.7992156,-6.185871064
0.00333,1,51,-44.42397457,103.7964707,-6.184146544
0.00333,1,52,-44.42525836,103.7937257,-6.183192929
0.00333,1,53,-44.42654215,103.7909808,-6.183307094
0.00333,1,54,-44.42782594,103.7882359,-6.182003096
0.00333,1,55,-44.42910973,103.785491,-6.18189963
0.00333,1,56,-44.43039352,103.782746,-6.181887017
0.00333,1,57,-44.43167731,103.7800011,-6.181742772
0.00333,1,58,-44.4329611,103.7772562,-6.181160014
0.00333,1,59,-44.43424489,103.7745113,-6.180952994
0.00333,1,60,-44.43552868,103.7717663,-6.180907089
0.00333,1,61,-44.43681247,103.7690214,-6.180056875
0.00333,1,62,-44.43809626,103.7662765,-6.179835864
0.00333,1,63,-44.43938005,103.7635315,-6.179835864
0.00333,1,64,-44.44066385,103.7607866,-6.17372912
0.00333,1,65,-44.44194764,103.7580417,-6.17372912
0.00333,1,66,-44.44323143,103.7552968,-6.177087742
0.00333,1,67,-44.44451522,103.7525518,-6.166636149
0.00333,1,68,-44.44579901,103.7498069,-6.165472157
0.00333,1,69,-44.4470828,103.747062,-6.165472157
0.00333,1,70,-44.44836659,103.7443171,-6.167063139
0.00333,1,71,-44.44965038,103.7415721,-6.172068695
0.00333,1,72,-44.45093417,103.7388272,-6.17219347
0.00333,1,73,-44.45221796,103.7360823,-6.170258092
0.00333,1,74,-44.45350175,103.7333374,-6.168590709
0.00333,1,75,-44.45478554,103.7305924,-6.167425108
0.00333,1,76,-44.45606933,103.7278475,-6.165669074
0.00333,1,77,-44.45735312,103.7251026,-6.164357983
0.00333,1,78,-44.45863692,103.7223577,-6.163229599
0.00333,1,79,-44.45992071,103.7196127,-6.162915192
0.00333,1,80,-44.4612045,103.7168678,-6.162150171
0.00333,1,81,-44.46248829,103.7141229,-6.162005654
0.00333,1,82,-44.46377208,103.711378,-6.161739561
0.00333,1,83,-44.46505587,103.708633,-6.161931202
0.00333,1,84,-44.46633966,103.7058881,-6.1614382
0.00333,1,85,-44.46762345,103.7031432,-6.161346659
0.00333,1,86,-44.46890724,103.7003983,-6.16021772
0.00333,1,87,-44.47019103,103.6976533,-6.159675904
0.00333,1,88,-44.47147482,103.6949084,-6.158449123
