Nail 23,transect,point,x,y,z
0.00333,0,0,-42.38403164,103.3445089,-6.134470839
0.00333,0,1,-42.38509072,103.3416697,-6.133271816
0.00333,0,2,-42.38614979,103.3388305,-6.11439436
0.00333,0,3,-42.38720887,103.3359913,-6.111447956
0.00333,0,4,-42.38826795,103.3331521,-6.107594072
0.00333,0,5,-42.38932702,103.3303129,-6.107594072
0.00333,0,6,-42.3903861,103.3274737,-6.111574047
0.00333,0,7,-42.39144518,103.3246345,-6.114769639
0.00333,0,8,-42.39250425,103.3217953,0
0.00333,0,9,-42.39356333,103.3189561,-6.113456493
0.00333,0,10,-42.3946224,103.3161169,-6.123705604
0.00333,0,11,-42.39568148,103.3132777,-6.123705604
0.00333,0,12,-42.39674056,103.3104385,0
0.00333,0,13,-42.39779963,103.3075993,0
0.00333,0,14,-42.39885871,103.3047601,0
0.00333,0,15,-42.39991779,103.3019208,0
0.00333,0,16,-42.40097686,103.2990816,0
0.00333,0,17,-42.40203594,103.2962424,0
0.00333,0,18,-42.40309502,103.2934032,0
0.00333,0,19,-42.40415409,103.290564,0
0.00333,0,20,-42.40521317,103.2877248,0
0.00333,0,21,-42.40627225,103.2848856,-6.184268497
0.00333,0,22,-42.40733132,103.2820464,-6.183993596
0.00333,0,23,-42.4083904,103.2792072,-6.183993596
0.00333,0,24,-42.40944947,103.276368,-6.18628497
0.00333,0,25,-42.41050855,103.2735288,-6.187843796
0.00333,0,26,-42.41156763,103.2706896,-6.186616745
0.00333,0,27,-42.4126267,103.2678504,-6.185954101
0.00333,0,28,-42.41368578,103.2650112,-6.188650696
0.00333,0,29,-42.41474486,103.262172,-6.189378257
0.00333,0,30,-42.41580393,103.2593328,-6.191399954
0.00333,0,31,-42.41686301,103.2564935,-6.190135808
0.00333,0,32,-42.41792209,103.2536543,-6.186996139
0.00333,0,33,-42.41898116,103.2508151,-6.187934706
0.00333,0,34,-42.42004024,103.2479759,-6.171668446
0.00333,0,35,-42.42109932,103.2451367,-6.169105728
0.00333,0,36,-42.42215839,103.2422975,-6.165737546
0.00333,0,37,-42.42321747,103.2394583,-6.163287262
0.00333,0,38,-42.42427654,103.2366191,-6.161846039
0.00333,0,39,-42.42533562,103.2337799,-6.159189768
0.00333,0,40,-42.4263947,103.2309407,-6.15876895
0.00333,0,41,-42.42745377,103.2281015,-6.158026403
0.00333,0,42,-42.42851285,103.2252623,-6.157069259
0.00333,0,43,-42.42957193,103.2224231,-6.155616564
0.00333,0,44,-42.430631,103.2195839,-6.155125309
0.00333,0,45,-42.43169008,103.2167447,-6.155819467
0.00333,0,46,-42.43274916,103.2139054,-6.156040571
0.00333,0,47,-42.43380823,103.2110662,-6.156526206
0.00333,0,48,-42.43486731,103.208227,-6.156449877
0.00333,0,49,-42.43592639,103.2053878,-5.854003336
0.00333,0,50,-42.43698546,103.2025486,-5.85446016
0.00333,0,51,-42.43804454,103.1997094,-6.153398083
0.00333,0,52,-42.43910361,103.1968702,-6.153576057
0.00333,0,53,-42.44016269,103.194031,-6.150737855
0.00333,0,54,-42.44122177,103.1911918,-6.1493184
0.00333,0,55,-42.44228084,103.1883526,-6.149211901
0.00333,0,56,-42.44333992,103.1855134,-6.149779901
0.00333,0,57,-42.444399,103.1826742,-6.150031768
0.00333,0,58,-42.44545807,103.179835,-6.149495729
0.00333,0,59,-42.44651715,103.1769958,-6.147449411
0.00333,0,60,-42.44757623,103.1741566,-6.146485242
0.00333,0,61,-42.4486353,103.1713173,-6.147249271
0.00333,0,62,-42.44969438,103.1684781,-6.148730179
0.00333,0,63,-42.45075346,103.1656389,-6.148139854
0.00333,0,64,-42.45181253,103.1627997,-6.14551987
0.00333,0,65,-42.45287161,103.1599605,-6.141567683
0.00333,0,66,-42.45393068,103.1571213,-6.14428623
0.00333,0,67,-42.45498976,103.1542821,-6.143012135
0.00333,0,68,-42.45604884,103.1514429,-6.142730123
0.00333,0,69,-42.45710791,103.1486037,-6.144583587
0.00333,0,70,-42.45816699,103.1457645,-6.147036344
0.00333,0,71,-42.45922607,103.1429253,-6.146785199
0.00333,0,72,-42.46028514,103.1400861,-6.150556568
0.00333,0,73,-42.46134422,103.1372469,-6.163220664
0.00333,0,74,-42.4624033,103.1344077,-6.166875852
0.00333,0,75,-42.46346237,103.1315685,-6.168739313
0.00333,0,76,-42.46452145,103.1287293,-6.1658023
0.00333,0,77,-42.46558053,103.12589,-6.161526016
0.00333,0,78,-42.4666396,103.1230508,-6.158735076
0.00333,0,79,-42.46769868,103.1202116,-6.157151299
0.00333,0,80,-42.46875775,103.1173724,-6.155992318
0.00333,0,81,-42.46981683,103.1145332,-6.155872245
0.00333,0,82,-42.47087591,103.111694,-6.155948163
0.00333,0,83,-42.47193498,103.1088548,-6.15930689
0.00333,0,84,-42.47299406,103.1060156,-6.134843654
0.00333,0,85,-42.47405314,103.1031764,-6.134565808
0.00333,0,86,-42.47511221,103.1003372,-6.127521537
0.00333,0,87,-42.47617129,103.097498,-6.123166775
0.00333,0,88,-42.47723037,103.0946588,-6.120249913
0.00333,0,89,-42.47828944,103.0918196,-6.11709745
0.00333,0,90,-42.47934852,103.0889804,-6.116302453
0.00333,0,91,-42.4804076,103.0861412,-6.115745984
0.00333,0,92,-42.48146667,103.0833019,-6.112545775
0.00333,0,93,-42.48252575,103.0804627,-6.109572362
0.00333,0,94,-42.48358482,103.0776235,-6.065464903
0.00333,0,95,-42.4846439,103.0747843,-6.06363689
0.00333,0,96,-42.48570298,103.0719451,-6.061737617
0.00333,0,97,-42.48676205,103.0691059,-6.061788292
0.00333,0,98,-42.48782113,103.0662667,-6.062642512
0.00333,0,99,-42.48888021,103.0634275,-6.063628519
0.00333,1,0,-42.39741647,103.3495017,-6.12244926
0.00333,1,1,-42.39847555,103.3466625,-6.117496711
0.00333,1,2,-42.39953462,103.3438233,-6.12881934
0.00333,1,3,-42.4005937,103.3409841,0
0.00333,1,4,-42.40165278,103.3381449,0
0.00333,1,5,-42.40271185,103.3353057,0
0.00333,1,6,-42.40377093,103.3324665,-6.123064131
0.00333,1,7,-42.40483001,103.3296273,-6.119634475
0.00333,1,8,-42.40588908,103.3267881,-6.110830863
0.00333,1,9,-42.40694816,103.3239489,-6.110830863
0.00333,1,10,-42.40800724,103.3211097,-6.10799601
0.00333,1,11,-42.40906631,103.3182705,-6.10799601
0.00333,1,12,-42.41012539,103.3154313,0
0.00333,1,13,-42.41118446,103.3125921,0
0.00333,1,14,-42.41224354,103.3097528,-6.140469307
0.00333,1,15,-42.41330262,103.3069136,-6.142023639
0.00333,1,16,-42.41436169,103.3040744,0
0.00333,1,17,-42.41542077,103.3012352,0
0.00333,1,18,-42.41647985,103.298396,0
0.00333,1,19,-42.41753892,103.2955568,0
0.00333,1,20,-42.418598,103.2927176,0
0.00333,1,21,-42.41965708,103.2898784,0
0.00333,1,22,-42.42071615,103.2870392,0
0.00333,1,23,-42.42177523,103.2842,0
0.00333,1,24,-42.42283431,103.2813608,-6.176230003
0.00333,1,25,-42.42389338,103.2785216,-6.173650369
0.00333,1,26,-42.42495246,103.2756824,-6.173404991
0.00333,1,27,-42.42601153,103.2728432,-6.173404991
0.00333,1,28,-42.42707061,103.270004,-6.173774583
0.00333,1,29,-42.42812969,103.2671647,-6.181763976
0.00333,1,30,-42.42918876,103.2643255,-6.181763976
0.00333,1,31,-42.43024784,103.2614863,-6.187917442
0.00333,1,32,-42.43130692,103.2586471,-6.186610074
0.00333,1,33,-42.43236599,103.2558079,-6.186610074
0.00333,1,34,-42.43342507,103.2529687,-6.172549982
0.00333,1,35,-42.43448415,103.2501295,-6.166014523
0.00333,1,36,-42.43554322,103.2472903,-6.162211396
0.00333,1,37,-42.4366023,103.2444511,-6.160527436
0.00333,1,38,-42.43766138,103.2416119,-6.158309708
0.00333,1,39,-42.43872045,103.2387727,-6.158080806
0.00333,1,40,-42.43977953,103.2359335,-6.157335421
0.00333,1,41,-42.4408386,103.2330943,-6.153722742
0.00333,1,42,-42.44189768,103.2302551,-6.152440216
0.00333,1,43,-42.44295676,103.2274159,-6.150771905
0.00333,1,44,-42.44401583,103.2245766,-6.150771905
0.00333,1,45,-42.44507491,103.2217374,-6.15106257
0.00333,1,46,-42.44613399,103.2188982,-6.15185636
0.00333,1,47,-42.44719306,103.216059,-6.152735386
0.00333,1,48,-42.44825214,103.2132198,-5.852633525
0.00333,1,49,-42.44931122,103.2103806,-5.852437985
0.00333,1,50,-42.45037029,103.2075414,-5.852437985
0.00333,1,51,-42.45142937,103.2047022,-6.151426974
0.00333,1,52,-42.45248845,103.201863,-6.150822378
0.00333,1,53,-42.45354752,103.1990238,-6.150724628
0.00333,1,54,-42.4546066,103.1961846,-6.148581277
0.00333,1,55,-42.45566567,103.1933454,-6.146342806
0.00333,1,56,-42.45672475,103.1905062,-6.146342806
0.00333,1,57,-42.45778383,103.187667,-6.14608731
0.00333,1,58,-42.4588429,103.1848278,-6.146375126
0.00333,1,59,-42.45990198,103.1819886,-6.145940097
0.00333,1,60,-42.46096106,103.1791493,-6.145284854
0.00333,1,61,-42.46202013,103.1763101,-6.144627443
0.00333,1,62,-42.46307921,103.1734709,-6.144546467
0.00333,1,63,-42.46413829,103.1706317,-6.140890101
0.00333,1,64,-42.46519736,103.1677925,-6.140608306
0.00333,1,65,-42.46625644,103.1649533,-6.141281461
0.00333,1,66,-42.46731552,103.1621141,-6.139967239
0.00333,1,67,-42.46837459,103.1592749,-6.1391073
0.00333,1,68,-42.46943367,103.1564357,-6.118484853
0.00333,1,69,-42.47049274,103.1535965,-6.118484853
0.00333,1,70,-42.47155182,103.1507573,-6.147371255
0.00333,1,71,-42.4726109,103.1479181,-6.147580445
0.00333,1,72,-42.47366997,103.1450789,-6.127349659
0.00333,1,73,-42.47472905,103.1422397,-6.127349659
0.00333,1,74,-42.47578813,103.1394005,-6.126333629
0.00333,1,75,-42.4768472,103.1365612,-6.126333629
0.00333,1,76,-42.47790628,103.133722,-6.126509508
0.00333,1,77,-42.47896536,103.1308828,-6.126782623
0.00333,1,78,-42.48002443,103.1280436,-6.134004094
0.00333,1,79,-42.48108351,103.1252044,-6.129345432
0.00333,1,80,-42.48214259,103.1223652,-6.129345432
0.00333,1,81,-42.48320166,103.119526,-6.13308862
0.00333,1,82,-42.48426074,103.1166868,-6.130077808
0.00333,1,83,-42.48531981,103.1138476,-6.129176623
0.00333,1,84,-42.48637889,103.1110084,-6.128655594
0.00333,1,85,-42.48743797,103.1081692,-6.128481655
0.00333,1,86,-42.48849704,103.10533,-6.128682076
0.00333,1,87,-42.48955612,103.1024908,0
0.00333,1,88,-42.4906152,103.0996516,0
0.00333,1,89,-42.49167427,103.0968124,0
0.00333,1,90,-42.49273335,103.0939731,-6.113884368
0.00333,1,91,-42.49379243,103.0911339,-6.111057147
0.00333,1,92,-42.4948515,103.0882947,-6.110966401
0.00333,1,93,-42.49591058,103.0854555,-6.110364635
0.00333,1,94,-42.49696966,103.0826163,-6.065534478
0.00333,1,95,-42.49802873,103.0797771,-6.064439818
0.00333,1,96,-42.49908781,103.0769379,-6.064439818
0.00333,1,97,-42.50014688,103.0740987,-6.067809826
0.00333,1,98,-42.50120596,103.0712595,-6.097492069
0.00333,1,99,-42.50226504,103.0684203,-6.097492069
0.00333,2,0,-42.4108013,103.3544945,-6.122699603
0.00333,2,1,-42.41186038,103.3516553,-6.12270449
0.00333,2,2,-42.41291945,103.3488161,-6.128146544
0.00333,2,3,-42.41397853,103.3459769,-6.128303523
0.00333,2,4,-42.41503761,103.3431377,0
0.00333,2,5,-42.41609668,103.3402985,0
0.00333,2,6,-42.41715576,103.3374593,0
0.00333,2,7,-42.41821484,103.3346201,0
0.00333,2,8,-42.41927391,103.3317809,0
0.00333,2,9,-42.42033299,103.3289417,0
0.00333,2,10,-42.42139207,103.3261025,0
0.00333,2,11,-42.42245114,103.3232633,0
0.00333,2,12,-42.42351022,103.320424,0
0.00333,2,13,-42.4245693,103.3175848,-6.13812747
0.00333,2,14,-42.42562837,103.3147456,-6.13812747
0.00333,2,15,-42.42668745,103.3119064,0
0.00333,2,16,-42.42774652,103.3090672,-6.142247426
0.00333,2,17,-42.4288056,103.306228,-6.142794901
0.00333,2,18,-42.42986468,103.3033888,-6.144403409
0.00333,2,19,-42.43092375,103.3005496,-6.153348668
0.00333,2,20,-42.43198283,103.2977104,-6.153348668
0.00333,2,21,-42.43304191,103.2948712,-6.153348668
0.00333,2,22,-42.43410098,103.292032,-6.165031536
0.00333,2,23,-42.43516006,103.2891928,-6.168236609
0.00333,2,24,-42.43621914,103.2863536,-6.176211323
0.00333,2,25,-42.43727821,103.2835144,-6.176164842
0.00333,2,26,-42.43833729,103.2806752,-6.175803535
0.00333,2,27,-42.43939637,103.2778359,-6.174827235
0.00333,2,28,-42.44045544,103.2749967,-6.174827235
0.00333,2,29,-42.44151452,103.2721575,-6.175476493
0.00333,2,30,-42.44257359,103.2693183,-6.189300653
0.00333,2,31,-42.44363267,103.2664791,-6.186988389
0.00333,2,32,-42.44469175,103.2636399,-6.18452326
0.00333,2,33,-42.44575082,103.2608007,-6.165601648
0.00333,2,34,-42.4468099,103.2579615,-6.165527825
0.00333,2,35,-42.44786898,103.2551223,-6.163563862
0.00333,2,36,-42.44892805,103.2522831,-6.160560444
0.00333,2,37,-42.44998713,103.2494439,-6.159636258
0.00333,2,38,-42.45104621,103.2466047,-6.158633491
0.00333,2,39,-42.45210528,103.2437655,-6.158280214
0.00333,2,40,-42.45316436,103.2409263,-6.159025615
0.00333,2,41,-42.45422344,103.2380871,0
0.00333,2,42,-42.45528251,103.2352479,0
0.00333,2,43,-42.45634159,103.2324086,-6.145609245
0.00333,2,44,-42.45740066,103.2295694,-6.142810787
0.00333,2,45,-42.45845974,103.2267302,-6.142810787
0.00333,2,46,-42.45951882,103.223891,-6.143931234
0.00333,2,47,-42.46057789,103.2210518,-6.145203946
0.00333,2,48,-42.46163697,103.2182126,-6.146139757
0.00333,2,49,-42.46269605,103.2153734,-6.147076612
0.00333,2,50,-42.46375512,103.2125342,-6.147298632
0.00333,2,51,-42.4648142,103.209695,-6.146419106
0.00333,2,52,-42.46587328,103.2068558,-6.145107089
0.00333,2,53,-42.46693235,103.2040166,-6.14662748
0.00333,2,54,-42.46799143,103.2011774,-6.146371503
0.00333,2,55,-42.46905051,103.1983382,-6.146369199
0.00333,2,56,-42.47010958,103.195499,-6.145776275
0.00333,2,57,-42.47116866,103.1926598,-6.143585765
0.00333,2,58,-42.47222773,103.1898205,-6.142377408
0.00333,2,59,-42.47328681,103.1869813,-6.138719186
0.00333,2,60,-42.47434589,103.1841421,-6.137462933
0.00333,2,61,-42.47540496,103.1813029,-6.135235942
0.00333,2,62,-42.47646404,103.1784637,-6.132537024
0.00333,2,63,-42.47752312,103.1756245,-6.131154657
0.00333,2,64,-42.47858219,103.1727853,-6.127633914
0.00333,2,65,-42.47964127,103.1699461,-6.126413825
0.00333,2,66,-42.48070035,103.1671069,-6.128627862
0.00333,2,67,-42.48175942,103.1642677,-6.128028032
0.00333,2,68,-42.4828185,103.1614285,-6.113722014
0.00333,2,69,-42.48387758,103.1585893,-6.113722014
0.00333,2,70,-42.48493665,103.1557501,-6.112174545
0.00333,2,71,-42.48599573,103.1529109,-6.109981709
0.00333,2,72,-42.4870548,103.1500717,-6.109981709
0.00333,2,73,-42.48811388,103.1472324,-6.11076511
0.00333,2,74,-42.48917296,103.1443932,-6.113160393
0.00333,2,75,-42.49023203,103.141554,-6.11817885
0.00333,2,76,-42.49129111,103.1387148,-6.101573543
0.00333,2,77,-42.49235019,103.1358756,-6.100163474
0.00333,2,78,-42.49340926,103.1330364,-6.100163474
0.00333,2,79,-42.49446834,103.1301972,-6.118384349
0.00333,2,80,-42.49552742,103.127358,0
0.00333,2,81,-42.49658649,103.1245188,0
0.00333,2,82,-42.49764557,103.1216796,0
0.00333,2,83,-42.49870465,103.1188404,0
0.00333,2,84,-42.49976372,103.1160012,0
0.00333,2,85,-42.5008228,103.113162,0
0.00333,2,86,-42.50188187,103.1103228,0
0.00333,2,87,-42.50294095,103.1074836,0
0.00333,2,88,-42.50400003,103.1046444,0
0.00333,2,89,-42.5050591,103.1018051,0
0.00333,2,90,-42.50611818,103.0989659,0
0.00333,2,91,-42.50717726,103.0961267,-6.109880031
0.00333,2,92,-42.50823633,103.0932875,-6.106872163
0.00333,2,93,-42.50929541,103.0904483,-6.106872163
0.00333,2,94,-42.51035449,103.0876091,-6.063819871
0.00333,2,95,-42.51141356,103.0847699,-6.063819871
0.00333,2,96,-42.51247264,103.0819307,-6.063819871
0.00333,2,97,-42.51353172,103.0790915,-6.103316437
0.00333,2,98,-42.51459079,103.0762523,-6.101632934
0.00333,2,99,-42.51564987,103.0734131,-6.100689081
0.00333,3,0,-42.42418613,103.3594873,-6.136606298
0.00333,3,1,-42.42524521,103.3566481,-6.13553978
0.00333,3,2,-42.42630429,103.3538089,-6.13553978
0.00333,3,3,-42.42736336,103.3509697,-6.126098203
0.00333,3,4,-42.42842244,103.3481305,-6.125708177
